,Transaction Amount,MCC,Customer Age,Year,Month,Day,Hour,Minute,Transaction Type_Credit,Transaction Type_Debit,Transaction Type_Online Transfer,Fraudulent
406,620.15,5999,70.0,2024,3,24,6,9,0,1,0,0.0
407,331.78,5411,21.0,2023,11,8,11,51,1,0,0,0.0
408,80336.0,5912,71.0,2024,2,27,3,17,1,0,0,0.0
409,122.9,5814,39.0,2023,10,30,21,39,0,0,1,0.0
410,979.28,5411,25.0,2024,1,28,23,55,1,0,0,0.0
411,833.99,5912,76.0,2024,1,15,3,0,0,1,0,0.0
412,482.01,5912,75.0,2023,9,16,5,51,1,0,0,0.0
413,835.27,5814,54.0,2024,5,5,19,12,0,0,1,0.0
414,840.9,5814,80.0,2023,11,14,10,39,0,0,1,0.0
415,785.16,5812,76.0,2024,10,2,3,15,1,0,0,0.0
416,72350.0,5812,67.0,2024,6,1,1,50,0,0,1,0.0
417,205.98,5411,47.0,2023,9,7,20,29,0,0,1,0.0
418,5.11,5411,61.0,2024,4,13,2,56,1,0,0,0.0
419,201.35,5814,35.0,2023,11,7,3,11,1,0,0,0.0
420,93997.0,5812,35.0,2023,8,14,15,53,0,1,0,0.0
421,51.68,5411,48.0,2023,6,30,18,38,0,1,0,0.0
422,333.0,5812,63.0,2024,2,24,8,1,1,0,0,0.0
423,471.08,5812,27.0,2023,6,27,18,41,1,0,0,0.0
424,24119.0,5814,68.0,2023,10,20,6,15,1,0,0,0.0
425,328.08,5411,23.0,2024,4,2,10,54,0,1,0,0.0
426,990.3,5999,18.0,2023,12,30,21,45,0,1,0,0.0
427,625.59,5912,43.0,2024,7,3,20,52,1,0,0,0.0
428,840.12,5812,36.0,2023,1,6,17,7,0,1,0,0.0
429,648.74,5812,64.0,2023,11,22,17,14,0,0,1,0.0
430,355.95,5812,45.0,2023,10,7,13,20,0,0,1,0.0
431,705.18,5411,55.0,2024,5,13,23,1,0,0,1,0.0
432,52452.0,5999,80.0,2023,5,22,14,43,1,0,0,0.0
433,523.83,5999,23.0,2023,6,19,22,53,1,0,0,0.0
434,727.24,5999,34.0,2024,6,4,17,31,0,0,1,0.0
435,573.29,5814,69.0,2023,11,20,13,18,1,0,0,0.0
436,275.94,5814,18.0,2024,1,25,15,20,0,0,1,0.0
437,659.5,5814,69.0,2023,8,7,16,58,1,0,0,0.0
438,485.43,5999,73.0,2023,11,11,23,17,1,0,0,0.0
439,595.95,5812,71.0,2024,11,5,0,42,1,0,0,0.0
440,5147.0,5814,59.0,2024,9,3,2,30,1,0,0,0.0
441,734.58,5999,67.0,2023,1,10,3,30,0,0,1,0.0
442,252.64,5411,19.0,2024,9,3,8,52,0,1,0,0.0
443,950.54,5411,63.0,2024,2,4,23,41,0,1,0,0.0
444,376.58,5999,69.0,2023,9,17,19,23,0,1,0,0.0
445,769.59,5814,34.0,2023,12,6,19,49,0,1,0,0.0
446,109.32,5999,67.0,2024,8,2,20,19,0,1,0,0.0
447,777.46,5411,75.0,2023,5,25,9,16,0,1,0,0.0
448,83333.0,5812,53.0,2024,7,1,19,56,1,0,0,0.0
449,487.02,5912,65.0,2023,3,7,2,15,0,1,0,0.0
450,500.18,5912,79.0,2024,8,4,5,12,0,1,0,0.0
451,940.15,5999,27.0,2023,11,10,1,35,0,1,0,0.0
452,489.41,5411,48.0,2023,12,22,19,8,0,1,0,0.0
453,15.35,5411,75.0,2023,10,15,8,52,0,1,0,0.0
454,835.52,5411,70.0,2023,7,13,3,51,0,1,0,0.0
455,324.91,5999,52.0,2024,2,18,5,35,1,0,0,0.0
456,93899.0,5814,53.0,2023,5,27,20,1,1,0,0,0.0
457,134.24,5999,42.0,2024,10,3,8,56,0,1,0,0.0
458,523.56,5912,33.0,2023,12,9,17,6,0,0,1,0.0
459,419.37,5999,33.0,2024,10,5,14,2,0,1,0,0.0
460,82303.0,5999,50.0,2023,5,26,2,53,1,0,0,0.0
461,252.13,5999,69.0,2024,3,31,16,2,0,1,0,0.0
462,924.94,5812,28.0,2023,8,22,23,52,1,0,0,0.0
463,419.65,5814,32.0,2023,12,19,18,28,1,0,0,0.0
464,28235.0,5912,73.0,2023,10,18,20,46,1,0,0,0.0
465,975.58,5812,39.0,2023,2,9,12,41,0,1,0,0.0
466,281.32,5411,72.0,2023,12,20,19,1,1,0,0,0.0
467,760.58,5812,74.0,2024,1,18,6,9,0,0,1,0.0
468,862.34,5812,55.0,2024,5,16,14,32,1,0,0,0.0
469,730.29,5812,33.0,2024,3,28,13,41,1,0,0,0.0
470,479.79,5411,46.0,2023,10,6,5,35,0,1,0,0.0
471,239.82,5411,19.0,2023,8,10,19,49,0,0,1,0.0
472,8870.0,5999,65.0,2023,4,9,6,46,1,0,0,0.0
473,874.32,5912,29.0,2024,3,2,1,23,0,0,1,0.0
474,366.23,5999,20.0,2024,1,26,6,46,1,0,0,0.0
475,561.2,5812,26.0,2024,2,25,10,10,0,1,0,0.0
476,353.36,5814,50.0,2023,5,24,13,8,1,0,0,0.0
477,452.53,5814,69.0,2024,2,15,0,6,0,1,0,0.0
478,112.91,5812,49.0,2023,8,6,2,26,0,1,0,0.0
479,444.42,5411,36.0,2024,1,13,14,14,0,1,0,0.0
480,73866.0,5814,49.0,2024,9,5,18,59,1,0,0,0.0
481,970.75,5411,27.0,2024,3,28,18,55,1,0,0,0.0
482,619.01,5812,63.0,2023,4,7,9,33,0,1,0,0.0
483,148.8,5912,52.0,2023,5,25,14,41,0,0,1,0.0
484,339.35,5411,64.0,2024,3,24,20,3,0,1,0,0.0
485,308.77,5912,57.0,2023,5,25,14,49,1,0,0,0.0
486,327.04,5999,59.0,2024,1,22,19,12,0,0,1,0.0
487,345.58,5814,80.0,2023,8,22,11,23,0,0,1,0.0
488,6306.0,5912,65.0,2024,8,2,9,48,1,0,0,0.0
489,805.87,5912,64.0,2023,5,26,11,22,0,1,0,0.0
490,125.05,5814,44.0,2023,7,21,4,57,1,0,0,0.0
491,974.28,5411,41.0,2024,1,22,18,36,1,0,0,0.0
492,146.99,5912,74.0,2024,4,23,10,23,1,0,0,0.0
493,530.08,5411,50.0,2024,4,5,2,43,0,0,1,0.0
494,272.19,5814,24.0,2023,7,19,2,38,0,1,0,0.0
495,518.65,5814,67.0,2023,6,29,21,20,1,0,0,0.0
496,6189.0,5812,50.0,2023,9,13,12,38,0,1,0,0.0
497,173.03,5814,19.0,2024,9,4,8,10,0,1,0,0.0
498,691.13,5411,22.0,2024,10,3,12,21,1,0,0,0.0
499,44.24,5814,60.0,2024,3,4,17,11,0,1,0,0.0
500,51610.0,5812,29.0,2023,11,30,19,25,0,1,0,0.0
501,846.02,5814,78.0,2023,10,16,3,19,1,0,0,0.0
502,505.4,5411,24.0,2023,8,14,12,1,0,0,1,0.0
503,964.3,5812,75.0,2023,7,24,17,40,0,0,1,0.0
504,59469.0,5912,41.0,2023,4,12,1,41,1,0,0,0.0
505,181.67,5814,80.0,2023,6,24,0,49,1,0,0,0.0
506,408.17,5814,25.0,2024,6,1,16,34,0,1,0,0.0
507,496.32,5814,63.0,2024,1,26,3,55,0,0,1,0.0
508,687.36,5912,32.0,2023,9,29,18,26,1,0,0,0.0
509,401.22,5999,80.0,2024,1,26,9,24,0,0,1,0.0
510,364.35,5812,39.0,2023,12,6,8,12,0,0,1,0.0
511,987.54,5999,35.0,2023,10,6,7,41,1,0,0,0.0
512,41581.0,5912,32.0,2023,12,27,9,47,0,1,0,0.0
513,542.9,5999,52.0,2023,11,27,12,33,0,1,0,0.0
514,384.25,5814,72.0,2023,2,12,6,35,1,0,0,0.0
515,660.42,5999,54.0,2023,8,21,18,23,1,0,0,0.0
516,766.7,5814,38.0,2023,12,25,19,29,0,1,0,0.0
517,98.25,5814,40.0,2023,7,14,13,12,1,0,0,0.0
518,568.48,5912,35.0,2024,1,2,18,30,0,0,1,0.0
519,985.78,5912,54.0,2023,12,8,22,1,1,0,0,0.0
520,66059.0,5814,41.0,2023,12,8,21,26,0,1,0,0.0
521,996.23,5912,69.0,2023,7,22,16,6,0,0,1,0.0
522,625.34,5912,60.0,2024,1,14,5,24,0,1,0,0.0
523,934.7,5411,51.0,2023,8,26,21,22,1,0,0,0.0
524,241.13,5814,72.0,2023,5,7,14,17,1,0,0,0.0
525,687.17,5812,43.0,2024,4,13,21,39,0,1,0,0.0
526,647.28,5411,30.0,2023,7,15,10,52,1,0,0,0.0
527,867.3,5912,75.0,2023,7,26,5,5,0,0,1,0.0
528,64618.0,5812,33.0,2023,8,13,12,42,0,0,1,0.0
529,522.44,5999,78.0,2024,5,5,10,20,1,0,0,0.0
530,600.22,5814,39.0,2024,1,26,22,41,0,0,1,0.0
531,699.92,5411,38.0,2024,3,31,10,17,1,0,0,0.0
532,22.05,5999,20.0,2024,11,5,18,50,0,0,1,0.0
533,253.73,5912,37.0,2023,9,18,9,1,0,0,1,0.0
534,857.79,5912,18.0,2023,9,28,1,4,1,0,0,0.0
535,471.62,5912,77.0,2023,11,21,0,11,0,0,1,0.0
536,80639.0,5411,66.0,2024,10,1,23,50,0,0,1,0.0
537,314.41,5411,25.0,2024,2,2,22,1,0,1,0,0.0
538,847.11,5912,68.0,2024,7,5,3,8,1,0,0,0.0
539,261.42,5999,70.0,2024,1,1,2,14,1,0,0,0.0
540,34012.0,5812,43.0,2024,3,18,4,20,0,0,1,0.0
541,948.16,5999,59.0,2023,7,30,16,56,0,1,0,0.0
542,773.59,5912,70.0,2024,3,13,7,53,0,1,0,0.0
543,856.48,5999,31.0,2023,11,21,5,35,0,0,1,0.0
544,70718.0,5912,26.0,2023,6,24,8,11,0,0,1,0.0
545,713.62,5912,65.0,2024,3,29,22,8,0,1,0,0.0
546,53.06,5812,48.0,2024,3,27,19,19,0,0,1,0.0
547,357.16,5999,49.0,2023,12,30,20,39,1,0,0,0.0
548,563.68,5999,31.0,2024,3,20,9,41,0,0,1,0.0
549,93.46,5814,29.0,2023,6,24,22,25,1,0,0,0.0
550,852.49,5812,42.0,2023,5,20,5,13,1,0,0,0.0
551,121.48,5912,69.0,2023,6,29,0,24,0,0,1,0.0
552,36291.0,5411,20.0,2023,3,6,12,57,1,0,0,0.0
553,647.96,5812,77.0,2023,6,16,3,51,0,0,1,0.0
554,291.41,5912,23.0,2024,9,3,21,55,1,0,0,0.0
555,413.61,5912,60.0,2023,12,19,11,57,1,0,0,0.0
556,757.6,5912,57.0,2024,3,23,4,39,1,0,0,0.0
557,185.9,5999,34.0,2024,4,1,22,6,1,0,0,0.0
558,690.97,5912,69.0,2024,4,19,8,16,0,1,0,0.0
559,14.86,5411,70.0,2024,4,3,2,15,0,0,1,0.0
560,66664.0,5812,59.0,2023,12,6,13,29,1,0,0,0.0
561,87.01,5912,27.0,2024,4,4,9,23,1,0,0,0.0
562,166.94,5812,65.0,2024,5,15,20,59,1,0,0,0.0
563,37.98,5912,49.0,2024,5,2,11,50,0,1,0,0.0
564,448.88,5912,19.0,2023,7,22,7,23,1,0,0,0.0
565,959.84,5814,68.0,2024,2,22,7,17,0,1,0,0.0
566,283.17,5411,60.0,2024,5,4,3,35,0,1,0,0.0
567,157.16,5912,24.0,2023,3,8,20,17,1,0,0,0.0
568,22112.0,5411,19.0,2023,12,18,18,57,1,0,0,0.0
569,175.54,5999,20.0,2023,11,17,21,43,1,0,0,0.0
570,785.1,5411,67.0,2023,9,27,14,43,0,1,0,0.0
571,706.7,5912,69.0,2023,2,12,15,6,0,1,0,0.0
572,823.79,5411,50.0,2023,4,12,8,21,0,1,0,0.0
573,732.82,5411,27.0,2023,7,8,4,35,1,0,0,0.0
574,943.8,5912,27.0,2024,2,15,19,6,0,0,1,0.0
575,909.32,5411,70.0,2023,10,27,8,33,0,0,1,0.0
576,11955.0,5912,67.0,2023,10,22,20,25,1,0,0,0.0
577,214.52,5999,53.0,2023,5,7,3,19,0,0,1,0.0
578,124.69,5411,46.0,2024,1,21,15,7,0,0,1,0.0
579,667.26,5999,61.0,2023,11,29,17,29,0,0,1,0.0
580,49718.0,5999,55.0,2023,6,30,1,48,1,0,0,0.0
581,147.41,5912,71.0,2024,1,18,16,4,0,1,0,0.0
582,636.82,5912,62.0,2023,8,18,21,41,0,0,1,0.0
583,145.2,5812,49.0,2023,9,22,16,39,0,1,0,0.0
584,15242.0,5814,36.0,2024,1,13,12,56,0,1,0,0.0
585,784.01,5912,21.0,2024,2,27,3,53,1,0,0,0.0
586,819.31,5912,18.0,2024,3,29,6,17,0,0,1,0.0
587,561.48,5411,59.0,2023,11,30,11,25,0,1,0,0.0
588,957.34,5999,30.0,2023,6,8,6,0,0,0,1,0.0
589,658.6,5999,29.0,2024,6,2,4,48,1,0,0,0.0
590,402.4,5411,49.0,2023,7,26,12,27,1,0,0,0.0
591,415.52,5999,38.0,2024,5,15,4,45,1,0,0,0.0
592,5970.0,5812,37.0,2023,8,28,17,36,0,0,1,0.0
593,941.64,5411,21.0,2023,8,11,19,35,0,1,0,0.0
594,465.36,5912,22.0,2024,4,19,20,50,0,1,0,0.0
595,913.82,5411,35.0,2024,7,5,7,59,0,1,0,0.0
596,305.31,5912,46.0,2024,2,2,11,21,0,0,1,0.0
597,16.86,5812,59.0,2024,1,27,16,9,0,0,1,0.0
598,901.54,5812,44.0,2023,5,27,17,5,1,0,0,0.0
599,787.52,5411,52.0,2023,8,10,19,54,0,0,1,0.0
600,58381.0,5912,70.0,2023,5,18,22,54,1,0,0,0.0
601,125.64,5814,77.0,2023,11,25,2,25,1,0,0,0.0
602,111.84,5814,54.0,2024,2,23,16,9,0,1,0,0.0
603,660.18,5999,61.0,2023,8,27,8,6,0,1,0,0.0
604,274.76,5999,47.0,2024,1,20,13,52,1,0,0,0.0
605,316.93,5912,30.0,2023,10,23,20,29,0,1,0,0.0
606,990.27,5812,80.0,2024,3,28,19,16,0,1,0,0.0
607,808.25,5999,69.0,2024,4,30,6,19,1,0,0,0.0
608,32883.0,5814,71.0,2024,2,25,20,28,1,0,0,0.0
609,890.19,5411,68.0,2023,6,16,5,57,0,1,0,0.0
610,302.17,5912,22.0,2024,6,2,12,10,0,0,1,0.0
611,295.62,5912,43.0,2023,6,17,0,19,0,0,1,0.0
612,880.06,5999,24.0,2023,6,13,8,57,0,0,1,0.0
613,454.62,5814,55.0,2023,3,7,10,32,0,1,0,0.0
614,356.04,5912,64.0,2023,7,8,19,23,0,1,0,0.0
615,603.73,5814,41.0,2023,8,21,18,41,0,0,1,0.0
616,92779.0,5999,70.0,2023,12,16,4,5,1,0,0,0.0
617,616.49,5912,39.0,2024,4,13,17,14,0,1,0,0.0
618,624.3,5812,48.0,2023,6,8,22,56,0,0,1,0.0
619,400.91,5411,41.0,2023,9,25,11,21,0,1,0,0.0
620,68657.0,5411,30.0,2024,1,27,20,43,1,0,0,0.0
621,885.5,5812,39.0,2023,5,24,16,32,0,1,0,0.0
622,176.9,5814,76.0,2023,11,9,4,55,0,1,0,0.0
623,379.54,5411,39.0,2024,1,3,20,33,1,0,0,0.0
624,32555.0,5411,25.0,2023,8,17,4,19,0,1,0,0.0
625,533.02,5814,38.0,2023,8,31,15,51,0,0,1,0.0
626,763.32,5999,30.0,2023,5,12,6,42,0,1,0,0.0
627,210.03,5411,68.0,2024,2,14,20,48,0,0,1,0.0
628,269.07,5912,58.0,2023,4,12,12,42,0,1,0,0.0
629,273.75,5411,29.0,2024,2,15,0,31,0,1,0,0.0
630,359.73,5411,36.0,2023,7,27,20,37,1,0,0,0.0
631,9.53,5814,36.0,2024,1,20,10,6,1,0,0,0.0
632,46107.0,5999,66.0,2023,6,28,23,40,1,0,0,0.0
633,770.36,5912,31.0,2023,11,27,8,3,1,0,0,0.0
634,375.33,5999,73.0,2024,5,15,7,0,1,0,0,0.0
635,763.08,5999,37.0,2023,7,9,4,36,0,0,1,0.0
636,189.15,5411,39.0,2023,6,19,23,33,0,0,1,0.0
637,27.81,5812,22.0,2023,12,11,1,42,1,0,0,0.0
638,291.81,5999,22.0,2024,3,29,2,48,0,1,0,0.0
639,276.17,5411,27.0,2024,1,26,16,58,0,1,0,0.0
640,68292.0,5999,74.0,2023,12,17,3,3,1,0,0,0.0
641,458.37,5812,62.0,2023,8,16,4,13,1,0,0,0.0
642,240.46,5812,35.0,2023,3,7,2,3,0,0,1,0.0
643,908.83,5912,66.0,2023,6,8,1,12,1,0,0,0.0
644,504.89,5814,44.0,2023,12,23,7,41,0,1,0,0.0
645,381.77,5912,72.0,2024,7,4,8,25,1,0,0,0.0
646,251.36,5812,38.0,2024,4,19,2,55,1,0,0,0.0
647,841.72,5812,71.0,2023,9,11,2,48,0,0,1,0.0
648,30866.0,5999,65.0,2023,12,24,18,16,0,1,0,0.0
649,677.71,5812,46.0,2023,9,23,7,23,0,1,0,0.0
650,892.8,5999,31.0,2024,3,13,11,39,0,0,1,0.0
651,391.23,5814,46.0,2024,8,5,2,35,0,0,1,0.0
652,772.64,5812,77.0,2023,8,28,23,16,1,0,0,0.0
653,92.3,5912,19.0,2023,4,10,19,6,1,0,0,0.0
654,221.35,5411,69.0,2023,12,10,11,34,0,0,1,0.0
655,416.26,5411,70.0,2023,12,15,7,43,1,0,0,0.0
656,74010.0,5999,43.0,2023,10,29,15,50,0,1,0,0.0
657,767.78,5912,80.0,2023,11,6,8,48,0,0,1,0.0
658,382.99,5812,50.0,2024,10,1,4,21,0,1,0,0.0
659,309.54,5912,66.0,2023,7,27,11,30,0,0,1,0.0
660,43280.0,5912,36.0,2024,5,13,18,41,0,1,0,0.0
661,642.4,5812,77.0,2024,4,4,0,35,0,0,1,0.0
662,278.85,5411,51.0,2023,1,9,22,17,0,0,1,0.0
663,229.78,5814,39.0,2023,4,10,8,22,0,1,0,0.0
664,35797.0,5411,22.0,2024,3,13,0,9,0,1,0,0.0
665,634.73,5812,78.0,2023,9,30,23,54,0,1,0,0.0
666,312.15,5812,33.0,2024,8,4,9,52,0,1,0,0.0
667,303.8,5999,46.0,2023,12,27,2,57,1,0,0,0.0
668,423.27,5999,65.0,2023,8,29,10,54,0,1,0,0.0
669,762.17,5912,72.0,2023,6,6,1,18,1,0,0,0.0
670,283.94,5999,56.0,2023,7,27,14,9,0,1,0,0.0
671,926.59,5812,33.0,2023,8,11,15,54,0,1,0,0.0
672,98939.0,5999,78.0,2024,1,31,20,14,0,1,0,0.0
673,7.41,5812,70.0,2024,3,17,17,40,0,1,0,0.0
674,171.46,5814,29.0,2023,7,13,2,0,0,1,0,0.0
675,503.11,5411,46.0,2023,3,6,10,34,0,1,0,0.0
676,750.17,5812,34.0,2024,2,25,9,5,1,0,0,0.0
677,868.49,5812,23.0,2023,9,22,0,44,0,1,0,0.0
678,277.49,5814,19.0,2023,10,23,3,34,1,0,0,0.0
679,10.5,5814,66.0,2023,7,28,23,3,0,0,1,0.0
680,86597.0,5411,80.0,2023,7,30,7,17,1,0,0,0.0
681,457.46,5912,64.0,2023,11,23,13,10,0,1,0,0.0
682,986.88,5411,64.0,2024,12,4,21,52,1,0,0,0.0
683,712.23,5999,74.0,2023,8,7,14,27,0,1,0,0.0
684,302.05,5999,73.0,2024,4,2,15,36,0,1,0,0.0
685,482.69,5999,33.0,2024,2,14,0,29,0,1,0,0.0
686,106.36,5411,28.0,2023,9,29,6,49,1,0,0,0.0
687,91.35,5814,73.0,2023,1,6,10,18,0,0,1,0.0
688,42780.0,5812,34.0,2023,11,14,12,12,1,0,0,0.0
689,128.29,5814,79.0,2024,2,14,14,5,0,0,1,0.0
690,771.51,5812,51.0,2023,6,11,9,59,0,1,0,0.0
691,680.3,5812,56.0,2023,8,16,20,23,0,1,0,0.0
692,631.45,5812,49.0,2023,10,10,4,34,0,0,1,0.0
693,981.16,5814,27.0,2023,9,6,15,19,0,0,1,0.0
694,897.32,5812,31.0,2024,4,24,8,5,0,0,1,0.0
695,362.86,5999,24.0,2023,9,8,14,48,1,0,0,0.0
696,99538.0,5411,40.0,2023,9,21,7,14,0,1,0,0.0
697,245.76,5411,33.0,2023,1,10,18,44,1,0,0,0.0
698,275.94,5912,41.0,2023,5,24,13,57,0,1,0,0.0
699,299.06,5812,24.0,2023,8,6,14,46,0,1,0,0.0
700,85219.0,5411,43.0,2024,3,21,1,37,0,1,0,0.0
701,753.75,5812,79.0,2024,12,2,8,28,0,1,0,0.0
702,6.32,5912,69.0,2023,12,20,6,1,0,1,0,0.0
703,575.51,5812,23.0,2024,1,21,20,6,0,1,0,0.0
704,76051.0,5814,79.0,2024,2,3,7,3,1,0,0,0.0
705,140.72,5912,62.0,2023,8,10,21,27,0,0,1,0.0
706,856.23,5812,79.0,2023,12,31,12,42,0,0,1,0.0
707,995.36,5812,63.0,2024,3,14,10,13,0,0,1,0.0
708,420.27,5812,38.0,2024,1,13,14,13,1,0,0,0.0
709,66.89,5411,41.0,2023,7,23,8,29,1,0,0,0.0
710,274.37,5411,42.0,2024,4,23,1,15,1,0,0,0.0
711,700.76,5814,53.0,2023,11,9,0,59,0,0,1,0.0
712,79363.0,5812,34.0,2023,6,9,2,21,0,0,1,0.0
713,707.79,5812,61.0,2023,12,24,22,17,0,0,1,0.0
714,952.66,5999,78.0,2023,10,14,10,14,1,0,0,0.0
715,947.51,5912,67.0,2024,12,5,17,29,0,1,0,0.0
716,77.62,5812,78.0,2023,11,18,10,2,0,1,0,0.0
717,85.5,5814,53.0,2024,12,3,12,43,0,1,0,0.0
718,480.18,5999,61.0,2023,5,20,10,59,1,0,0,0.0
719,244.98,5999,61.0,2023,9,18,9,9,0,0,1,0.0
720,44412.0,5814,74.0,2023,10,14,13,19,1,0,0,0.0
721,102.24,5912,30.0,2024,3,24,13,53,0,0,1,0.0
722,411.31,5912,18.0,2024,4,27,23,28,0,0,1,0.0
723,41.22,5912,44.0,2023,10,24,12,6,0,1,0,0.0
724,500.5,5812,21.0,2023,10,21,2,52,1,0,0,0.0
725,434.89,5814,36.0,2024,4,29,20,13,0,1,0,0.0
726,994.26,5812,60.0,2023,8,8,10,36,0,1,0,0.0
727,701.44,5999,57.0,2024,4,28,19,17,0,1,0,0.0
728,28249.0,5812,43.0,2023,9,14,21,52,1,0,0,0.0
729,525.45,5812,32.0,2023,7,6,8,28,1,0,0,0.0
730,943.06,5912,33.0,2023,8,6,1,11,0,1,0,0.0
731,1.54,5814,31.0,2024,3,31,7,24,1,0,0,0.0
732,210.82,5912,23.0,2024,1,14,22,25,0,1,0,0.0
733,302.17,5912,66.0,2023,7,31,16,40,0,0,1,0.0
734,697.01,5812,36.0,2024,2,1,8,18,0,0,1,0.0
735,562.94,5912,43.0,2023,5,24,9,7,0,1,0,0.0
736,71961.0,5812,36.0,2024,10,4,18,38,0,0,1,0.0
737,224.71,5999,33.0,2023,5,6,13,39,0,1,0,0.0
738,942.1,5814,77.0,2023,12,27,21,0,1,0,0,0.0
739,722.36,5912,75.0,2023,3,10,15,24,1,0,0,0.0
740,65949.0,5812,64.0,2024,12,5,15,53,0,1,0,0.0
741,537.85,5999,24.0,2023,10,17,19,30,0,0,1,0.0
742,943.41,5812,59.0,2024,2,3,19,1,0,1,0,0.0
743,885.37,5912,61.0,2023,5,26,8,51,0,1,0,0.0
744,9880.0,5912,76.0,2023,12,18,16,25,0,1,0,0.0
745,727.04,5411,56.0,2024,3,26,4,54,1,0,0,0.0
746,110.93,5411,66.0,2023,10,29,7,16,0,1,0,0.0
747,815.65,5814,39.0,2023,5,9,14,13,0,1,0,0.0
748,543.98,5814,58.0,2024,4,16,22,53,0,1,0,0.0
749,545.1,5411,50.0,2024,1,26,23,6,0,1,0,0.0
750,226.66,5912,61.0,2024,9,4,0,46,1,0,0,0.0
751,225.3,5814,40.0,2024,8,2,14,0,0,0,1,0.0
752,41553.0,5411,75.0,2023,10,8,2,29,0,0,1,0.0
753,429.2,5814,56.0,2023,6,11,15,50,0,0,1,0.0
754,916.32,5814,77.0,2024,3,19,19,44,0,0,1,0.0
755,959.63,5814,27.0,2023,5,10,5,10,1,0,0,0.0
756,527.42,5812,62.0,2024,12,1,11,29,0,1,0,0.0
757,204.08,5411,41.0,2023,3,8,21,18,0,1,0,0.0
758,911.45,5814,72.0,2023,8,15,23,23,1,0,0,0.0
759,835.42,5999,80.0,2024,9,3,23,13,0,1,0,0.0
760,78045.0,5812,25.0,2023,8,16,0,39,1,0,0,0.0
761,696.43,5912,41.0,2023,5,21,1,12,0,0,1,0.0
762,142.14,5812,22.0,2023,2,9,21,19,0,0,1,0.0
763,470.71,5814,46.0,2024,3,31,8,5,1,0,0,0.0
764,60.94,5411,56.0,2024,4,29,14,18,0,0,1,0.0
765,619.42,5812,43.0,2024,1,20,0,43,0,0,1,0.0
766,827.43,5812,21.0,2023,7,11,0,34,0,0,1,0.0
767,270.65,5411,22.0,2023,5,27,4,22,0,0,1,0.0
768,31173.0,5812,52.0,2023,9,9,13,33,0,1,0,0.0
769,756.76,5814,30.0,2023,12,29,23,15,0,0,1,0.0
770,269.9,5999,54.0,2023,8,19,19,33,0,0,1,0.0
771,973.88,5411,39.0,2023,11,11,22,18,0,0,1,0.0
772,502.67,5812,19.0,2023,12,19,12,19,1,0,0,0.0
773,290.83,5812,61.0,2024,2,14,1,10,0,1,0,0.0
774,952.87,5812,74.0,2023,2,7,4,27,0,0,1,0.0
775,258.69,5912,80.0,2023,8,30,1,18,1,0,0,0.0
776,89052.0,5912,50.0,2023,5,12,7,56,1,0,0,0.0
777,620.99,5411,65.0,2023,11,29,4,31,0,0,1,0.0
778,466.41,5999,75.0,2024,2,22,5,16,0,1,0,0.0
779,115.21,5912,20.0,2023,10,20,17,53,1,0,0,0.0
780,26481.0,5411,23.0,2024,1,20,13,8,1,0,0,0.0
781,199.41,5912,48.0,2023,10,9,10,36,0,0,1,0.0
782,965.62,5912,40.0,2023,7,24,13,19,0,1,0,0.0
783,15.17,5912,77.0,2024,2,27,19,25,1,0,0,0.0
784,84274.0,5999,24.0,2023,7,8,13,48,0,1,0,0.0
785,420.76,5999,67.0,2023,12,25,6,36,0,0,1,0.0
786,348.74,5812,80.0,2023,6,26,9,53,1,0,0,0.0
787,414.64,5814,40.0,2024,2,3,11,44,0,0,1,0.0
788,926.42,5912,45.0,2024,2,27,20,41,0,1,0,0.0
789,543.22,5912,36.0,2024,3,22,14,34,0,0,1,0.0
790,995.37,5411,23.0,2023,10,19,15,22,0,0,1,0.0
791,496.91,5999,77.0,2023,8,15,14,56,0,0,1,0.0
792,54015.0,5814,37.0,2023,7,11,2,15,0,0,1,0.0
793,129.74,5912,80.0,2024,11,5,21,36,1,0,0,0.0
794,843.19,5814,71.0,2023,5,23,11,3,1,0,0,0.0
795,94.17,5912,18.0,2023,7,9,17,27,0,1,0,0.0
796,770.62,5411,35.0,2023,12,30,7,50,0,1,0,0.0
797,638.75,5999,73.0,2023,1,12,22,40,0,1,0,0.0
798,808.74,5812,37.0,2023,11,27,7,48,0,1,0,0.0
799,118.09,5814,40.0,2023,12,17,9,33,0,0,1,0.0
800,53062.0,5814,77.0,2023,4,9,15,51,0,1,0,0.0
801,536.42,5999,50.0,2023,6,16,1,21,0,1,0,0.0
802,898.67,5411,38.0,2024,5,2,12,7,0,1,0,0.0
803,467.58,5912,45.0,2023,12,24,3,47,0,1,0,0.0
804,604.28,5999,40.0,2023,11,8,16,11,0,1,0,0.0
805,809.23,5912,68.0,2023,10,7,17,30,1,0,0,0.0
806,215.97,5814,41.0,2023,4,12,3,58,1,0,0,0.0
807,898.85,5999,22.0,2024,7,4,0,51,1,0,0,0.0
808,65115.0,5411,53.0,2023,12,6,21,1,0,0,1,0.0
809,574.37,5912,61.0,2023,7,7,17,23,1,0,0,0.0
810,197.93,5912,49.0,2023,5,26,23,15,1,0,0,0.0
811,124.97,5812,56.0,2023,12,7,13,17,0,0,1,0.0
812,576.84,5814,19.0,2024,1,25,18,7,1,0,0,0.0
